weather_condition,distance_km,delivery_time_hours,time_diff_bin
stormy,16.7,5,Mucho antes
stormy,210.4,10,Ligeramente tarde
hot,12.3,1,Ligeramente antes
clear,140.3,5,Mucho antes
cold,105.7,4,Mucho antes
cold,65.9,2,Mucho antes
clear,295.6,5,Mucho antes
rainy,157.5,8,Mucho antes
stormy,274.3,15,Mucho tarde
hot,166.9,5,Ligeramente antes
clear,288.8,6,Mucho antes
clear,285.4,10,Mucho antes
foggy,21.4,3,Ligeramente tarde
clear,82.9,3,Ligeramente antes
foggy,272.8,14,Mucho antes
stormy,97.6,7,Ligeramente antes
hot,146.1,4,Mucho antes
rainy,66.6,4,Mucho antes
hot,250.6,7,Mucho antes
rainy,102.6,8,Mucho antes
hot,176.7,4,Mucho antes
rainy,147.1,9,Ligeramente tarde
rainy,193.4,10,Mucho antes
hot,196.3,7,Ligeramente antes
rainy,58.3,5,Mucho antes
cold,73.0,1,Mucho antes
rainy,96.4,7,Mucho tarde
rainy,238.4,11,Mucho antes
rainy,124.7,9,Mucho tarde
foggy,188.4,6,Mucho antes
foggy,111.0,7,Ligeramente antes
rainy,3.6,4,Ligeramente tarde
foggy,162.7,10,Ligeramente tarde
hot,108.6,5,Mucho antes
foggy,250.7,5,Mucho antes
clear,249.8,8,Mucho antes
hot,196.2,5,Ligeramente antes
clear,30.9,3,Ligeramente tarde
hot,195.4,7,Ligeramente tarde
rainy,134.4,8,Mucho tarde
hot,285.3,11,Mucho antes
stormy,155.5,9,Ligeramente tarde
hot,79.7,3,Mucho antes
foggy,180.8,5,Ligeramente antes
rainy,164.6,10,Mucho antes
clear,109.5,3,Mucho antes
cold,208.7,6,Mucho antes
cold,150.5,4,Mucho antes
stormy,136.3,10,Mucho antes
cold,290.3,8,Mucho antes
hot,160.5,6,Ligeramente tarde
clear,149.2,6,Ligeramente tarde
cold,244.1,4,Mucho antes
cold,223.8,10,Mucho antes
hot,41.8,2,Mucho antes
stormy,153.3,9,Mucho tarde
stormy,97.9,4,Mucho antes
foggy,193.3,7,Ligeramente antes
foggy,112.4,4,Mucho antes
rainy,191.6,8,Mucho tarde
stormy,146.9,7,Mucho antes
rainy,145.9,6,Ligeramente tarde
cold,287.1,7,Mucho antes
clear,273.1,11,Mucho tarde
clear,295.4,10,Mucho antes
cold,194.4,6,Mucho antes
foggy,214.0,9,Mucho tarde
stormy,58.4,4,Mucho antes
rainy,21.4,5,Mucho tarde
rainy,72.5,9,Mucho antes
foggy,103.7,4,Mucho antes
clear,25.4,1,Mucho antes
stormy,131.6,9,Ligeramente tarde
clear,125.0,5,Mucho antes
hot,183.5,4,Mucho antes
foggy,262.9,9,Ligeramente tarde
clear,270.3,9,Ligeramente tarde
foggy,193.6,9,Mucho antes
foggy,272.2,8,Ligeramente antes
clear,67.3,3,Mucho antes
rainy,165.0,8,Mucho tarde
rainy,267.9,14,Mucho antes
hot,280.8,12,Mucho antes
hot,297.1,6,Mucho antes
rainy,243.1,9,Ligeramente tarde
cold,21.1,0,Mucho antes
rainy,236.6,10,Mucho antes
stormy,36.5,2,Mucho antes
rainy,243.4,7,Ligeramente tarde
clear,49.9,2,Ligeramente antes
stormy,220.6,8,Ligeramente antes
rainy,255.8,11,Mucho antes
clear,42.1,1,Mucho antes
cold,8.4,1,Ligeramente antes
hot,229.0,9,Mucho antes
hot,171.9,6,Mucho antes
cold,105.1,4,Mucho antes
hot,116.4,3,Mucho antes
rainy,28.0,3,Mucho antes
cold,227.1,7,Mucho antes
foggy,270.0,13,Mucho antes
cold,52.1,4,Mucho antes
cold,166.6,3,Mucho antes
clear,229.3,5,Ligeramente antes
cold,96.1,4,Ligeramente tarde
clear,283.2,9,Mucho antes
hot,90.2,3,Mucho antes
stormy,293.6,12,Mucho tarde
rainy,33.0,4,Mucho antes
cold,17.7,2,Mucho antes
foggy,147.2,6,Ligeramente tarde
foggy,7.9,3,Mucho antes
cold,238.1,9,Ligeramente tarde
stormy,218.5,7,Ligeramente antes
rainy,3.9,5,Mucho tarde
cold,27.7,0,Mucho antes
clear,137.8,3,Ligeramente antes
stormy,291.5,18,Mucho tarde
foggy,248.1,10,Mucho tarde
hot,108.4,4,Mucho antes
clear,94.7,5,Mucho antes
stormy,218.8,11,Mucho tarde
foggy,91.9,8,Ligeramente antes
foggy,211.2,6,Mucho antes
stormy,13.5,3,Mucho antes
foggy,247.6,7,Ligeramente antes
foggy,56.4,3,Mucho antes
rainy,109.7,6,Ligeramente tarde
rainy,214.5,10,Mucho antes
cold,66.3,2,Mucho antes
foggy,297.1,7,Ligeramente antes
foggy,103.8,3,Mucho antes
hot,169.6,8,Ligeramente antes
clear,258.1,8,Mucho antes
hot,292.1,10,Mucho antes
clear,271.4,10,Ligeramente tarde
clear,274.0,7,Ligeramente antes
rainy,218.5,13,Mucho antes
clear,31.2,1,Mucho antes
foggy,73.3,2,Mucho antes
cold,203.2,6,Ligeramente antes
rainy,196.4,11,Mucho tarde
rainy,190.9,10,Mucho tarde
clear,38.5,2,Mucho antes
foggy,78.7,6,Mucho antes
foggy,188.1,10,Ligeramente tarde
clear,141.2,7,Mucho antes
cold,190.9,9,Mucho antes
foggy,75.5,7,Mucho tarde
rainy,160.7,9,Mucho antes
hot,9.1,1,Mucho antes
stormy,14.9,5,Mucho antes
clear,91.8,3,Ligeramente antes
cold,4.7,2,Mucho antes
foggy,121.5,6,Mucho antes
hot,95.4,2,Mucho antes
stormy,150.1,10,Mucho tarde
hot,29.1,1,Mucho antes
rainy,135.8,10,Mucho tarde
rainy,51.3,5,Ligeramente tarde
hot,131.5,7,Mucho antes
cold,60.6,2,Mucho antes
clear,199.0,4,Ligeramente antes
clear,59.4,1,Mucho antes
foggy,11.1,2,Mucho antes
rainy,294.2,8,Mucho antes
cold,208.8,5,Mucho antes
stormy,232.8,8,Mucho antes
clear,16.2,3,Mucho antes
foggy,198.0,7,Mucho antes
rainy,159.8,11,Mucho tarde
hot,276.0,7,Ligeramente antes
stormy,209.1,10,Mucho tarde
stormy,62.5,9,Mucho antes
rainy,49.1,4,Mucho antes
stormy,68.8,8,Mucho tarde
rainy,182.7,11,Mucho tarde
rainy,133.9,10,Mucho antes
stormy,287.2,13,Mucho tarde
rainy,225.8,7,Mucho antes
stormy,36.7,5,Mucho tarde
cold,285.2,5,Mucho antes
hot,227.5,6,Mucho antes
rainy,9.3,5,Mucho tarde
foggy,270.9,9,Mucho antes
hot,197.3,6,Mucho antes
stormy,111.1,5,Mucho antes
hot,17.7,2,Ligeramente antes
cold,241.3,4,Mucho antes
hot,64.7,3,Mucho antes
cold,141.9,3,Mucho antes
rainy,286.6,11,Mucho tarde
stormy,228.2,9,Mucho antes
foggy,167.2,7,Ligeramente antes
stormy,113.9,11,Mucho antes
stormy,198.4,10,Mucho antes
hot,180.6,6,Mucho antes
stormy,74.3,8,Mucho antes
cold,240.7,8,Ligeramente antes
hot,36.7,2,Mucho antes
rainy,64.2,6,Mucho tarde
stormy,44.0,3,Mucho antes
foggy,182.8,8,Mucho antes
stormy,11.8,8,Mucho tarde
clear,287.1,7,Mucho antes
cold,187.7,8,Mucho tarde
cold,270.2,10,Mucho tarde
stormy,37.7,6,Mucho tarde
hot,63.8,2,Mucho antes
hot,226.4,6,Mucho antes
clear,253.4,4,Mucho antes
clear,81.4,4,Mucho antes
cold,217.2,6,Ligeramente antes
rainy,253.5,11,Mucho antes
hot,91.1,4,Ligeramente tarde
cold,105.5,4,Mucho antes
cold,123.1,3,Mucho antes
cold,228.4,10,Mucho tarde
cold,107.3,2,Mucho antes
clear,32.9,1,Mucho antes
rainy,168.5,12,Mucho antes
cold,17.2,0,Mucho antes
rainy,167.9,9,Ligeramente tarde
clear,90.3,3,Ligeramente antes
foggy,206.9,5,Mucho antes
clear,55.9,1,Mucho antes
hot,224.5,10,Mucho antes
cold,278.6,9,Ligeramente tarde
stormy,223.2,10,Mucho tarde
hot,90.9,5,Mucho antes
foggy,163.6,8,Mucho antes
hot,251.8,6,Mucho antes
stormy,236.7,12,Mucho antes
foggy,17.6,2,Mucho antes
foggy,19.4,3,Mucho antes
clear,34.1,1,Mucho antes
rainy,138.2,8,Mucho antes
stormy,54.9,7,Mucho tarde
hot,210.6,6,Mucho antes
rainy,269.4,12,Mucho antes
stormy,7.6,3,Mucho antes
stormy,223.3,14,Mucho antes
hot,12.2,2,Mucho antes
rainy,24.2,6,Mucho antes
clear,130.5,4,Ligeramente antes
cold,297.1,7,Ligeramente antes
rainy,89.8,4,Mucho antes
clear,154.1,3,Mucho antes
foggy,293.3,9,Mucho antes
rainy,189.2,7,Ligeramente antes
rainy,109.8,6,Mucho antes
clear,98.9,5,Mucho antes
stormy,85.3,7,Ligeramente antes
rainy,25.6,5,Mucho antes
hot,32.1,3,Mucho antes
rainy,219.5,8,Mucho antes
rainy,167.3,8,Mucho tarde
cold,39.6,3,Mucho antes
clear,121.4,6,Mucho antes
clear,71.0,3,Ligeramente antes
stormy,126.5,9,Mucho tarde
clear,187.5,5,Mucho antes
cold,37.9,3,Mucho antes
foggy,216.0,6,Mucho antes
rainy,12.7,6,Mucho tarde
rainy,4.2,2,Mucho antes
stormy,254.3,13,Mucho tarde
foggy,214.1,7,Ligeramente antes
clear,26.1,2,Mucho antes
clear,19.2,2,Mucho antes
stormy,248.6,13,Mucho antes
clear,27.9,3,Mucho antes
stormy,223.5,11,Mucho tarde
cold,187.6,8,Mucho antes
stormy,252.5,12,Mucho tarde
hot,136.5,2,Mucho antes
foggy,173.8,6,Mucho antes
rainy,42.2,3,Mucho antes
foggy,265.5,11,Mucho tarde
stormy,108.8,9,Ligeramente tarde
cold,68.8,3,Ligeramente antes
foggy,9.9,2,Ligeramente antes
clear,136.5,5,Ligeramente tarde
stormy,3.6,3,Mucho antes
foggy,185.7,9,Mucho tarde
cold,221.8,6,Mucho antes
foggy,34.5,3,Mucho antes
stormy,140.3,9,Mucho tarde
hot,138.6,6,Ligeramente tarde
stormy,41.8,7,Mucho antes
foggy,153.4,4,Mucho antes
foggy,197.9,9,Mucho antes
clear,211.3,4,Mucho antes
rainy,39.4,4,Mucho antes
clear,218.8,10,Mucho antes
rainy,199.2,10,Mucho antes
clear,46.2,1,Mucho antes
hot,60.2,1,Mucho antes
stormy,97.5,9,Mucho tarde
hot,220.6,9,Mucho tarde
stormy,99.1,6,Mucho tarde
rainy,227.2,7,Ligeramente antes
rainy,201.3,10,Ligeramente tarde
clear,219.5,7,Ligeramente antes
rainy,23.2,6,Mucho tarde
stormy,133.4,9,Mucho antes
cold,52.1,1,Mucho antes
foggy,24.4,3,Mucho antes
stormy,88.9,6,Mucho antes
rainy,192.8,11,Mucho antes
cold,217.7,4,Mucho antes
clear,271.9,6,Mucho antes
rainy,216.2,11,Mucho antes
cold,26.3,2,Ligeramente antes
foggy,212.4,9,Ligeramente tarde
hot,26.3,0,Mucho antes
rainy,249.1,10,Mucho antes
hot,12.2,1,Mucho antes
clear,165.5,5,Mucho antes
foggy,246.1,14,Mucho tarde
foggy,109.7,6,Ligeramente tarde
cold,125.5,7,Ligeramente antes
clear,197.8,7,Mucho antes
cold,97.3,2,Ligeramente antes
cold,284.0,9,Ligeramente tarde
rainy,60.2,6,Mucho tarde
foggy,12.2,4,Mucho antes
hot,282.1,8,Mucho antes
clear,139.0,4,Mucho antes
rainy,243.0,6,Mucho antes
foggy,201.9,5,Mucho antes
hot,235.0,7,Ligeramente antes
cold,106.6,5,Mucho antes
stormy,284.0,18,Mucho tarde
cold,80.3,3,Mucho antes
cold,187.5,4,Mucho antes
clear,159.2,4,Mucho antes
stormy,20.3,6,Mucho antes
cold,244.4,4,Mucho antes
rainy,28.3,3,Mucho antes
rainy,231.2,10,Mucho tarde
rainy,135.3,8,Mucho tarde
hot,206.8,6,Mucho antes
foggy,117.0,7,Mucho antes
hot,199.8,7,Mucho antes
foggy,191.9,8,Mucho antes
cold,120.4,4,Mucho antes
rainy,256.2,15,Mucho tarde
foggy,283.6,9,Mucho antes
cold,284.2,8,Ligeramente antes
hot,242.4,7,Mucho antes
foggy,53.6,4,Mucho antes
hot,289.5,5,Mucho antes
foggy,173.3,11,Mucho antes
rainy,65.3,6,Mucho antes
rainy,178.7,9,Mucho antes
hot,181.8,7,Ligeramente tarde
hot,129.8,3,Ligeramente antes
cold,34.0,1,Mucho antes
foggy,199.9,6,Mucho antes
stormy,51.5,5,Mucho antes
clear,79.1,4,Mucho antes
hot,237.1,7,Ligeramente antes
rainy,200.1,10,Ligeramente tarde
stormy,46.0,5,Mucho antes
cold,170.2,5,Mucho antes
hot,79.6,3,Mucho antes
hot,216.8,7,Mucho antes
stormy,105.6,8,Mucho antes
cold,60.5,2,Mucho antes
hot,102.5,5,Mucho antes
stormy,263.7,13,Mucho tarde
clear,15.3,1,Ligeramente antes
stormy,219.7,10,Mucho antes
clear,280.1,6,Mucho antes
foggy,77.8,5,Mucho antes
foggy,49.6,3,Mucho antes
foggy,281.5,10,Ligeramente tarde
hot,122.7,2,Mucho antes
hot,62.7,3,Mucho antes
clear,95.3,4,Ligeramente tarde
foggy,155.7,4,Ligeramente antes
clear,125.8,3,Mucho antes
hot,159.5,6,Mucho antes
rainy,116.9,9,Mucho tarde
foggy,159.6,8,Mucho tarde
cold,271.0,9,Mucho antes
hot,246.0,5,Mucho antes
cold,179.1,5,Mucho antes
foggy,127.0,6,Mucho antes
rainy,254.6,10,Mucho antes
foggy,106.9,6,Ligeramente tarde
hot,264.2,9,Ligeramente tarde
cold,57.3,3,Mucho antes
hot,81.7,1,Mucho antes
cold,180.5,4,Mucho antes
clear,209.9,6,Mucho antes
cold,276.1,8,Mucho antes
foggy,127.9,4,Mucho antes
clear,124.0,4,Mucho antes
clear,21.2,2,Mucho antes
foggy,203.9,6,Mucho antes
foggy,235.7,5,Mucho antes
clear,4.0,2,Mucho antes
rainy,192.7,9,Mucho tarde
foggy,90.4,5,Mucho antes
clear,225.0,9,Ligeramente tarde
rainy,22.3,2,Mucho antes
cold,148.0,6,Mucho antes
cold,261.7,8,Ligeramente antes
stormy,294.4,13,Mucho antes
foggy,216.4,10,Ligeramente tarde
clear,26.3,3,Ligeramente tarde
cold,163.2,4,Mucho antes
rainy,158.8,6,Ligeramente tarde
rainy,147.1,8,Ligeramente antes
clear,141.5,3,Mucho antes
cold,7.3,0,Mucho antes
rainy,206.3,10,Mucho tarde
foggy,180.5,6,Mucho antes
clear,164.8,5,Mucho antes
rainy,214.6,9,Mucho antes
rainy,166.1,5,Mucho antes
cold,128.6,5,Mucho antes
foggy,101.0,6,Mucho antes
rainy,119.3,5,Mucho antes
hot,156.0,5,Mucho antes
rainy,112.9,6,Ligeramente tarde
hot,132.7,7,Mucho antes
cold,191.9,5,Ligeramente antes
clear,166.7,5,Mucho antes
foggy,131.4,8,Mucho antes
rainy,261.5,7,Mucho antes
cold,103.5,3,Mucho antes
clear,81.2,2,Mucho antes
foggy,102.7,4,Mucho antes
foggy,187.8,6,Mucho antes
foggy,3.6,1,Mucho antes
rainy,109.9,7,Ligeramente antes
clear,14.2,0,Mucho antes
rainy,236.6,8,Ligeramente tarde
hot,111.3,5,Mucho antes
cold,49.8,4,Mucho antes
cold,149.5,7,Ligeramente antes
stormy,110.1,8,Mucho antes
clear,278.1,9,Mucho antes
cold,201.1,9,Mucho antes
cold,143.7,4,Ligeramente antes
stormy,290.6,10,Ligeramente tarde
stormy,219.5,13,Mucho tarde
hot,59.2,2,Mucho antes
foggy,139.9,6,Mucho antes
foggy,150.7,6,Mucho antes
hot,274.6,9,Mucho antes
rainy,167.4,6,Mucho antes
hot,206.2,5,Mucho antes
stormy,49.9,4,Mucho antes
rainy,122.2,10,Mucho tarde
cold,55.2,4,Mucho antes
clear,135.4,2,Mucho antes
cold,261.2,9,Mucho antes
stormy,256.5,12,Mucho tarde
rainy,46.2,7,Ligeramente antes
stormy,124.9,6,Mucho antes
cold,285.9,9,Ligeramente tarde
rainy,39.1,6,Mucho antes
stormy,48.3,3,Mucho antes
hot,28.5,3,Mucho antes
foggy,157.0,6,Mucho antes
rainy,297.1,12,Mucho antes
rainy,266.5,9,Mucho antes
foggy,68.2,5,Mucho antes
stormy,242.3,11,Mucho tarde
stormy,9.2,6,Mucho tarde
stormy,180.7,11,Mucho tarde
foggy,262.0,8,Mucho antes
hot,106.9,5,Mucho antes
foggy,116.9,4,Mucho antes
cold,196.2,7,Ligeramente antes
rainy,262.3,9,Mucho antes
hot,163.2,3,Mucho antes
stormy,281.9,10,Ligeramente tarde
rainy,176.3,8,Ligeramente antes
clear,103.9,4,Mucho antes
clear,253.3,6,Mucho antes
foggy,244.9,8,Ligeramente tarde
stormy,194.0,10,Mucho antes
hot,42.1,3,Mucho antes
clear,3.6,0,Mucho antes
rainy,16.5,4,Ligeramente tarde
stormy,76.3,8,Mucho antes
stormy,72.2,4,Mucho antes
clear,185.6,8,Mucho antes
stormy,130.0,10,Mucho antes
rainy,8.8,5,Mucho antes
rainy,259.9,15,Mucho antes
clear,178.5,4,Mucho antes
clear,118.3,6,Mucho antes
cold,116.6,5,Ligeramente tarde
cold,32.6,2,Ligeramente antes
stormy,153.9,11,Mucho antes
clear,297.1,10,Mucho antes
foggy,156.9,6,Mucho antes
foggy,5.4,1,Mucho antes
foggy,186.3,10,Mucho antes
rainy,3.6,3,Mucho antes
clear,273.7,10,Ligeramente tarde
cold,155.3,6,Mucho antes
cold,207.5,4,Mucho antes
clear,262.5,11,Mucho antes
rainy,235.7,7,Mucho antes
clear,163.9,4,Mucho antes
clear,121.7,4,Mucho antes
stormy,277.3,11,Mucho antes
foggy,7.9,1,Mucho antes
stormy,122.4,7,Mucho antes
rainy,150.3,10,Ligeramente tarde
hot,261.5,7,Mucho antes
foggy,50.5,3,Mucho antes
clear,210.1,7,Ligeramente tarde
cold,200.8,4,Mucho antes
rainy,287.9,8,Ligeramente tarde
hot,260.7,8,Ligeramente tarde
hot,145.8,4,Mucho antes
rainy,28.5,3,Mucho antes
rainy,252.2,8,Ligeramente antes
rainy,75.0,6,Mucho tarde
cold,226.5,5,Mucho antes
foggy,169.0,9,Mucho tarde
hot,15.4,1,Mucho antes
clear,3.6,1,Mucho antes
clear,39.0,0,Mucho antes
rainy,82.6,7,Ligeramente antes
rainy,83.0,4,Ligeramente tarde
rainy,67.2,5,Mucho antes
rainy,261.1,14,Mucho tarde
rainy,160.6,7,Ligeramente tarde
cold,35.9,3,Mucho antes
rainy,32.1,7,Ligeramente antes
clear,177.7,6,Mucho antes
foggy,202.3,7,Mucho antes
hot,214.4,6,Mucho antes
cold,196.4,3,Mucho antes
foggy,190.5,5,Mucho antes
hot,234.8,8,Ligeramente antes
clear,24.4,2,Ligeramente antes
clear,195.7,5,Ligeramente antes
hot,55.7,2,Mucho antes
stormy,59.6,7,Mucho tarde
clear,232.6,10,Mucho antes
rainy,297.1,11,Mucho antes
foggy,96.7,5,Ligeramente tarde
clear,155.4,4,Mucho antes
rainy,210.8,10,Ligeramente tarde
stormy,284.5,10,Mucho tarde
clear,194.2,8,Mucho antes
rainy,212.1,10,Mucho antes
stormy,86.4,8,Ligeramente antes
stormy,112.0,9,Mucho antes
stormy,269.5,12,Mucho tarde
rainy,13.5,4,Mucho antes
clear,167.2,5,Mucho antes
rainy,41.8,8,Ligeramente antes
stormy,14.0,6,Mucho antes
stormy,43.5,4,Mucho antes
cold,140.7,6,Mucho antes
stormy,184.0,13,Mucho antes
hot,49.7,3,Ligeramente tarde
cold,154.3,6,Mucho antes
foggy,291.8,10,Ligeramente tarde
rainy,161.8,9,Mucho antes
rainy,19.6,3,Mucho antes
cold,74.4,4,Mucho antes
rainy,12.6,5,Mucho antes
foggy,176.6,6,Mucho antes
foggy,263.3,9,Mucho antes
cold,232.8,7,Ligeramente antes
clear,14.6,2,Mucho antes
clear,233.4,6,Mucho antes
stormy,153.4,10,Mucho antes
cold,255.7,10,Mucho antes
stormy,119.6,6,Mucho antes
cold,122.6,7,Ligeramente antes
stormy,296.4,16,Mucho antes
rainy,103.9,4,Mucho antes
rainy,60.0,4,Ligeramente tarde
rainy,292.4,13,Mucho tarde
hot,271.3,6,Mucho antes
stormy,34.0,5,Mucho antes
cold,65.5,2,Ligeramente antes
clear,257.0,11,Mucho tarde
rainy,66.6,3,Mucho antes
rainy,95.3,7,Ligeramente antes
hot,104.9,3,Mucho antes
cold,102.5,3,Mucho antes
stormy,70.2,5,Mucho antes
hot,54.6,3,Mucho antes
cold,109.3,6,Mucho antes
hot,153.0,3,Mucho antes
rainy,8.0,3,Mucho antes
cold,13.4,2,Mucho antes
cold,165.7,6,Mucho antes
hot,54.0,3,Mucho antes
clear,49.4,3,Mucho antes
hot,20.6,1,Mucho antes
stormy,237.9,11,Mucho tarde
hot,86.4,1,Mucho antes
clear,152.3,6,Mucho antes
foggy,157.8,5,Mucho antes
stormy,76.2,4,Ligeramente tarde
clear,244.7,10,Mucho antes
stormy,291.2,14,Mucho antes
stormy,131.0,9,Mucho tarde
stormy,296.6,11,Mucho antes
hot,62.5,1,Mucho antes
foggy,228.8,7,Ligeramente tarde
rainy,157.0,4,Mucho antes
clear,163.7,3,Mucho antes
rainy,272.7,14,Mucho antes
foggy,286.5,13,Mucho antes
cold,3.6,0,Mucho antes
hot,72.1,3,Ligeramente antes
clear,88.8,3,Mucho antes
stormy,141.7,6,Mucho antes
stormy,178.0,12,Mucho antes
rainy,255.5,7,Mucho antes
hot,296.5,7,Mucho antes
clear,138.1,7,Mucho antes
clear,95.2,4,Mucho antes
stormy,228.4,9,Mucho tarde
stormy,211.8,9,Mucho tarde
stormy,36.9,8,Mucho tarde
hot,194.6,5,Mucho antes
cold,249.9,10,Mucho antes
clear,22.2,0,Mucho antes
hot,163.9,4,Ligeramente antes
foggy,5.9,3,Mucho antes
rainy,85.4,7,Mucho antes
foggy,16.6,5,Mucho tarde
stormy,290.3,9,Ligeramente tarde
stormy,181.4,7,Mucho antes
rainy,297.1,12,Mucho antes
clear,265.1,10,Ligeramente tarde
hot,121.5,2,Mucho antes
cold,156.1,4,Ligeramente antes
cold,214.6,5,Mucho antes
cold,66.7,3,Mucho antes
rainy,19.4,7,Ligeramente antes
cold,253.2,6,Mucho antes
stormy,183.9,10,Mucho antes
stormy,278.8,13,Mucho antes
rainy,212.4,9,Ligeramente tarde
hot,84.9,3,Mucho antes
clear,80.6,2,Mucho antes
hot,101.1,3,Mucho antes
cold,56.6,2,Mucho antes
cold,146.4,5,Mucho antes
cold,78.4,2,Mucho antes
hot,258.5,7,Mucho antes
hot,234.2,7,Mucho antes
clear,64.4,3,Mucho antes
rainy,154.5,9,Mucho antes
clear,268.6,7,Ligeramente antes
foggy,37.9,2,Mucho antes
stormy,237.8,10,Mucho antes
cold,73.9,4,Mucho antes
hot,103.3,3,Mucho antes
hot,167.0,5,Mucho antes
cold,244.5,6,Mucho antes
hot,59.1,4,Mucho antes
clear,277.9,7,Ligeramente antes
cold,139.6,2,Mucho antes
foggy,96.7,4,Mucho antes
rainy,65.1,4,Mucho antes
foggy,95.9,7,Mucho antes
stormy,95.1,7,Mucho antes
hot,243.6,8,Ligeramente antes
foggy,124.7,4,Mucho antes
stormy,97.8,7,Mucho antes
foggy,46.8,6,Mucho antes
hot,188.0,3,Mucho antes
clear,114.9,5,Mucho antes
hot,247.3,8,Mucho antes
stormy,45.2,5,Mucho tarde
foggy,176.5,5,Mucho antes
foggy,19.4,3,Mucho antes
rainy,38.7,6,Mucho tarde
rainy,294.1,11,Mucho tarde
stormy,209.9,10,Mucho antes
clear,157.7,4,Mucho antes
rainy,32.7,6,Mucho antes
foggy,5.0,4,Mucho antes
stormy,78.4,8,Ligeramente antes
foggy,146.5,7,Mucho tarde
clear,23.5,2,Mucho antes
hot,107.4,3,Mucho antes
rainy,78.7,6,Mucho antes
cold,276.9,10,Mucho antes
foggy,187.0,9,Mucho antes
hot,166.4,5,Mucho antes
stormy,146.8,7,Ligeramente antes
rainy,46.3,5,Mucho antes
cold,114.5,2,Mucho antes
rainy,183.4,9,Mucho antes
stormy,252.8,13,Mucho tarde
hot,286.7,6,Mucho antes
foggy,201.1,5,Mucho antes
hot,226.2,11,Mucho antes
hot,154.7,5,Mucho antes
rainy,59.7,8,Mucho tarde
clear,205.7,6,Mucho antes
clear,218.9,5,Ligeramente antes
clear,72.2,3,Mucho antes
stormy,267.6,14,Mucho antes
rainy,153.4,10,Mucho tarde
foggy,206.0,11,Mucho antes
stormy,156.9,6,Mucho antes
rainy,173.7,11,Mucho antes
stormy,221.2,12,Mucho tarde
foggy,68.5,5,Ligeramente tarde
hot,236.2,8,Ligeramente tarde
clear,102.9,4,Mucho antes
stormy,167.8,7,Mucho antes
rainy,182.4,7,Mucho antes
clear,279.8,10,Mucho antes
clear,53.9,3,Ligeramente antes
hot,128.0,5,Mucho antes
cold,32.7,2,Mucho antes
clear,129.0,4,Mucho antes
rainy,218.4,10,Ligeramente tarde
hot,96.2,3,Mucho antes
hot,190.5,6,Mucho antes
stormy,222.5,11,Mucho antes
clear,165.2,4,Mucho antes
foggy,251.1,11,Mucho tarde
foggy,20.0,2,Mucho antes
hot,216.0,10,Mucho antes
hot,257.6,9,Ligeramente tarde
clear,228.1,4,Mucho antes
cold,123.2,3,Mucho antes
foggy,95.1,7,Mucho tarde
stormy,53.5,6,Mucho antes
cold,123.8,5,Ligeramente tarde
stormy,91.0,7,Mucho antes
clear,194.0,9,Ligeramente tarde
rainy,60.3,3,Ligeramente antes
cold,3.6,1,Mucho antes
clear,231.5,7,Mucho antes
stormy,227.0,8,Ligeramente antes
foggy,73.9,3,Mucho antes
cold,193.5,5,Mucho antes
cold,239.2,9,Mucho antes
clear,107.7,5,Mucho antes
cold,160.0,5,Mucho antes
hot,84.6,5,Mucho antes
cold,87.6,3,Mucho antes
stormy,121.9,8,Mucho tarde
cold,171.8,3,Mucho antes
rainy,223.4,6,Mucho antes
clear,96.7,5,Mucho antes
foggy,134.2,6,Ligeramente tarde
rainy,288.9,9,Ligeramente tarde
cold,275.9,7,Ligeramente antes
stormy,34.1,5,Mucho tarde
foggy,223.9,8,Ligeramente tarde
clear,186.3,6,Mucho antes
clear,187.6,5,Ligeramente antes
stormy,190.2,11,Mucho antes
clear,131.6,4,Mucho antes
hot,246.9,6,Ligeramente antes
clear,195.9,5,Ligeramente antes
foggy,215.7,12,Mucho tarde
rainy,248.8,9,Mucho tarde
rainy,130.2,7,Ligeramente antes
stormy,36.1,5,Mucho tarde
foggy,31.8,4,Ligeramente tarde
foggy,193.4,7,Mucho antes
rainy,149.9,7,Mucho antes
cold,242.4,5,Mucho antes
rainy,14.5,7,Mucho antes
hot,17.6,1,Mucho antes
cold,230.6,6,Mucho antes
foggy,297.1,10,Mucho antes
rainy,254.4,14,Mucho antes
rainy,126.3,9,Mucho antes
rainy,262.9,8,Ligeramente tarde
foggy,11.9,3,Mucho antes
stormy,220.1,9,Ligeramente tarde
stormy,52.8,6,Mucho antes
rainy,86.0,6,Mucho antes
clear,105.3,3,Mucho antes
hot,54.3,4,Mucho antes
cold,151.4,4,Ligeramente antes
clear,128.3,4,Mucho antes
stormy,159.8,10,Mucho antes
foggy,111.2,6,Mucho antes
cold,28.7,3,Mucho antes
hot,241.9,6,Mucho antes
stormy,242.3,10,Mucho antes
foggy,217.3,7,Mucho antes
foggy,197.8,6,Mucho antes
foggy,143.6,8,Mucho tarde
foggy,222.6,7,Ligeramente antes
clear,260.7,4,Mucho antes
clear,227.4,6,Mucho antes
hot,77.3,3,Ligeramente antes
clear,61.7,4,Mucho antes
foggy,170.2,7,Mucho antes
clear,119.1,5,Mucho antes
foggy,104.7,7,Mucho antes
foggy,280.9,14,Mucho antes
clear,221.6,6,Mucho antes
rainy,150.9,8,Mucho tarde
clear,103.8,6,Mucho antes
